joke,semantic_word_1,semantic_word_2,semantic_word_3
no one is listening until you make a mistake.,no,you,
why should blondes not be given coffee breaks? it takes too long to retrain them.,why,not,
"patient: ""doctor, i get heartburn every time i eat birthday cake."" doctor: ""next time, take off the candles.""",i,every,take off
why did the snowman smile? because the snowblower is coming.,why,,
"the titanic was built to last, let that sink in.",,,
"in democracy, it has / it is your vote that counts. in feudalism, it has / it is your count that votes.",your,,
"when your only tool is a hammer, all problems start looking like nails.",your,only,all
"sometimes the best helping hand you can give is a good, firm push.",you,,
i like the sound of you not talking.,i,you,not
"you do not work you do not have money to live, you work there has / there is no time to live.",you,do not,no
"hi, beauty, here's $10. drink until i am really good looking, then come and talk to me.",hi,i,
"if i throw a stick, will you leave?",i,throw,you
"i do not care how funny you are, if i do not like you, i will not laugh.",i,do not,you
why is divorce so expensive? because it has / it is worth it!,why,,
"if i promise to miss you, will you go away?",i,you,
i buy a lot of ringtones for someone who has not answered a phone call since 2008.,i,has not,
"life did not work out, but everything else is not that bad.",did not,everything,not
love helps to kill time. and time helps to kill love.,kill,,
"do i play fantasy football? dude, i am 46 and married. most of my life is fantasy.",i,most,
the only one of your children who does not grow up and move away is your husband.,only,your,not
"if you got tired of living, do not share your thoughts with all your friends they might not give you a chance to change your mind...",you,do not,all
a relationship without trust is like a phone without service. and what do you do with a phone without service? you play games.,without,what,you
all the problems fade before a hangover,all,,
what do you call watson when sherlock is not around? holmeless.,what,you,is not
"love is a matter of chemistry, sex is a matter of physics.",,,
"if a woman has fallen an idiot will walk by, a gentleman will help her to get up, but a real man will lie down with her.",lie down,,
no woman ever falls in love with a man unless she has a better opinion of him than he deserves.,no,,
i do not think it has / it is rude to ask someone in an online dating site to send a picture posing with a copy of today's newspaper.,i,do not,
"if you can not beat the record, you can beat up its owner.",you,can not,
how do you know when santa's in the room? you can sense his presents.,how,you,
why is christmas just like a day at the office? you do all the work and the fat guy with the suit gets all the credit.,why,you,all
"whatever kind of look you were going for, you missed.",whatever,you,
a new year's resolution is something that goes in one year and out the other.,,,
"what do lawyers and sperm have in common? one in 3,000,000 has a chance of becoming human.",what,,
i found there was only one way to look thin: hang out with fat people.,i,only,fat
"men are like bank accounts. without a lot of money, they do not generate much interest.",without,do not,
do not drink while driving you will spill the beer.,do not,you,
a celebrity is someone who works hard all his life to become known and then wears dark glasses to avoid being recognized.,who,all,
sometimes we expect more from others because we would be willing to do that much more for them.,we,much more,
there are two types of people in this world: those who can extrapolate from incomplete data.,who,,
i got excited when my son joined the cross-country team. but then i learned they do not cross the country and are back home in a few hours.,i,my,do not
"i am on the snake diet. it has / it is the one where you lie on the floor all day, eat 25% of your body weight, and hiss at anyone who comes near you.",i,you,all
what do you have to do to have a party in space? you have to planet.,what,you,
"men are fun to argue with, because even if they win... they lose.",,,
war is god's way of teaching americans geography.,,,
what does a panda ghost eat? bam-boo!,what,,
i wanted to thank you personally for the like. that has / that is why i am in your house.,i,you,why
do you believe in love at first sight or do i pass by you again.,you,i,
"jesus loves you, but everyone else thinks you are an asshole.",you,everyone,
what is the first thing a blonde does in the morning? introduces themself.,what,themself,
what do you call one black on the moon? problem. what do you call ten blacks on the moon? problems. what do you call the entire black population on the moon? problem solved.,what,you,entire
"i wanna hang a map of the world in my house. then i am gonna put pins into all the locations that i have traveled to. but first, i am gonna have to travel to the top two corners of the map so it will not fall down.",i,will not,
a four letter word that every man is afraid of? more,every,,
"""were any famous men born on your birthday?"" ""no, only little babies.""",any,your,no
sleep is my drug....my bed is my dealer and my alarm clock is the police.,my,,
what do squirrels give for valentine's day? forget-me-nuts.,what,,
how does a man show he has / he is planning for the future? he buys two cases of beer instead of one.,how,,
let us convert our potential energy into kinetic energy.,our,,
"if a woman is cold as a fish, a man has to be as patient as a fisherman.",,,
"marriage advice for dummies: five worst things you can do. 5 abandon, 4 lie, 3 cheat, 2 abuse, 1 forget to start the dishwasher",you,,
the most beautiful makeup of a woman is passion. but cosmetics are easier to buy.,most,,
"if what you do not know can not hurt you, you are invulnerable.",you,can not,
my wife still has not told me what my new year's resolutions are.,my,has not,me
"there are smart men, handsome men, rich men, sexy men and sweet men and then there is the combination of all. we call that one a ""unicorn""",combination,all,we
we live in a society where pizza gets to your house before the police.,we,your,before
men of quality respect women's equality.,,,
i used to be indecisive. now i am not sure.,i,not,
"dear ladies, if you want to have more free time and have fun on the weekends, teach your men fishing!",you,,
"a woman has got to love a bad man once or twice in her life, to be thankful for a good one.",,,
i do not do different things... it has / it is just that i do things differently!,i,do not,
"if he hurts you, cry a river and then drown him in it.",you,,
2 plus 2 equals to 5 for extremely large values of 2.,,,
"an angry woman can pack everything she owns in an hour, but it will take her a week to pack for vacation? women...",everything,,
progress is made by lazy men looking for an easier way to do things.,,,
"born free, taxed to death.",,,
i saw a man yesterday who was so bald i could see what he was thinking.,i,who,thinking
i found out about you from my last nightmare.,i,you,my
the shining is my favorite movie about what can happen when you spend too much time with family.,my,what,you
"you are 10 times more likely to die when your girlfriend says, ""i'm fine"" than when you are flying on an airplane.",you,,
"if you feel a bit lonely, forgotten, or just need someone to cheer you up remember...you can always change your birthday on facebook!",you,always,
are you a cat because you are purrrrrrfect.,you,,
if the music's too loud you are too old.,you,,
how is education going to make me smarter?,how,me,
"time is like money, the less we have of it to spare the further we make it go.",we,further,
"friendship is unnecessary, like philosophy, like art... it has no survival value; rather it is one of those things that give value to survival.",,,
"i ran into my ex the other day, hit reverse, and ran into him again.",my,hit,
"it has / it is not the bullet that kills you, it has / it is the hole.",not,kills,you
"love may be blind, but marriage is a real eye-opener.",,,
"you should not come back, because later you shall / you will still want to leave.",you,should not,
"i am attracted to you so strongly, scientists will have to develop a fifth fundamental force.",i,you,
"i recently decided to sell my vacuum cleaner, all it was doing was gathering dust.",i,my,gathering
what a monkey will be thinking while looking at a human? there are no limits to my perfection,what,no,my
"the device will work much better, if you turn it on.",much better,you,
my voicemail message is just instructions on how to send a text message with brief pauses filled with heavy sighing.,my,how,
"i asked my wife, ""where do you want to go for our anniversary?"" she said, ""somewhere i have never been!"" i told her, ""how about the kitchen?""",my,where,never
what do you call a woman who knows where her husband is every night? a widow.,what,you,every
men mostly hate two words: 'not' and 'enough'... unless you say them together.,not,together,
mattel has a campaign urging girls to pursue their limitless potential. it has / it is called you can be anything except a woman with barbie's body.,you,anything,
rap videos are completely unrealistic. nobody has that many friends.,nobody,,
i think football would become an even better game if someone could invent a ball that kicks back.,i,back,
i do not care or think about the people in my past... there is some reason why they did not make it to my future!,i,do not,why
people tend to make rules for others and exceptions for themselves.,others,themselves,
"you do not notice the air, until someone spoils it.",you,do not,
"if you live to be a hundred, i want to live to be a hundred minus one day, so i never have to live without you.",you,i,never
"two antennas met on a roof, fell in love and got married. the ceremony was not much, but the reception was excellent.",was not,,
my wife renewed me for another season.,my,another,
like a flat tire.......that's how i was rolling this morning.,how,i,
"when you do not know what you are doing, it has / it is best to do it quickly.",you,do not,best
relationship status: i am a rubik's cube. now try and figure me out.,i,me,
i forgot my coffee this morning so i am gonna drive on the rumble strips along the side of the road all the way to work just to be safe.,i,drive,all
"look, if crying does not solve the problem, then maybe i am just not the person you should be asking.",does not,i,not
"on a scale of newlyweds to married 25 years, how willing are you to admit i am right?",how,you,i
"the four most beautiful words in our common language: ""i told you so.""",our,i,you
my girlfriend left me because she could not handle my ocd. i told her to close the door five times on her way out.,my,me,close
this may sound arrogant but i think i could make a better periodic table.,i,,
i can speak swedish with an ikea accent.,i,,
"if you want your dreams to be as fascinating to other people as they are to you, do not mention it has / it is a dream until the end of the story.",you,do not,
"in 20 years, i bet there has / there is going to be a college course called eye contact.",i,,
"we have all heard that a million monkeys banging on a million typewriters will eventually reproduce the entire works of shakespeare. now, thanks to the internet, we know this is not true.",we,all,not
since my girlfriend discovered out the eyeroll and tongue sticking emojis she does not have to type words anymore.,my,does not,
a cop accidentally arrested a judge who was dressed like a convict for a costume party. he learned to never book a judge by their cover.,who,never,
"i have a friend. he keeps trying to convince me he has / he is a compulsive liar, but i do not believe him.",i,me,do not
the consumption of alcohol is a major factor in dancing like a retard.,,,
my grandfather has the heart of a lion and a lifetime ban from local zoo.,my,,
"nothing brings neighbors together, like a broken elevator.",nothing,together,
the main reason santa is so jolly is because he knows where all the bad girls live.,all,,
"if you see me with a water bottle, there has / there is probably vodka in it",you,me,
"remember, children. the best way to get a puppy for christmas is to beg for a baby brother.",remember,best,beg
"if you get in the mood to do some work, someone will always wake you up.",you,always,
"what has / what is long, black and smelly? the unemployment line.",long,,
*puts down phone* oh my god! i find i have another hand!,my,another,
"marriage is the alliance of two people, one of whom never remembers birthdays and the other never forgets them.",never,,
i am already visualising the duct tape across your mouth.,i,your,
"i bet the worst part about being a birthday cake is when you are set on fire, and then eaten by the hero that saved you.",i,worst,you
oxygen is proven to be a toxic gas. anyone who inhales oxygen will normally dies within 80 years.,anyone,within,
"if you were a triangle, you would be acute one.",you,,
"temples are free to enter but still empty. pubs charge to enter, but are full. people ignore inner peace &choose; to pay for self destruction",,,
"hey, i am not saying hitler was a great guy, but he really saved the histoy channel.",i,not,
do you need space? join nasa!,you,,
"idiot college called, they want there mascot back.",back,,
you must be a magnetic monopole because all i get from you is attraction.,you,all,you
a flashlight is a case for holding dead batteries.,,,
you are more special than relativity.,you,,
"spider-man has been unmasked in all his last 4 films. if i was him, i would not even bother dressing up.",i,would not,
how many more times are my kids going to ask me if i know where something is before they realize they are asking the wrong parent?,how many,my,i
are you sitting on the f5 key? because your backside is refreshing.,you,,
"i may be dumb, but i am not stupid.",i,not,
it takes two to lie... one to lie and one to listen...,,,
"i have been running as fast as i can, but i still can not catch my breath.",i,can not,my
the trouble with learning from experience is that you never graduate.,you,never,
i did not know angels could fly so low.,i,did not,
"people always say to do exercise, i do breathing... could i be more working!",always,i,
what is the best way to get a man to remember your anniversary? get married on his birthday.,what,your,
"darling, will you catch me if i jump into the water?' darling, if i say yes, will you jump?",you,i,yes
hard work is simply the refuge of people who have nothing whatever to do.,who,nothing,
the only thing more important than your happiness is mine. so get on it.,only,your,
i think i married someone else's soulmate. i wish they had / they would come get him.,i,,
salary is like a period you wait for it a whole month and it ends in a week.,you,whole,
"i will have enough money for the rest of my life. of course, if i do not buy and eat anything.",i,do not,anything
"what has / what is the difference between a new husband and a new dog? after a year, the dog is still excited to see you.",what,between,you
"burglar gently waking me... ""you live like this?""",me,you,
the value of money in a relationship: the 10 bucks that the wife and the tax inspection do not know about are worth more than the 100 that both know about.,do not,,
a person has to have a warm heart and a cold beer.,,,
"you know, it has / it is not the length of the vector that counts... it has / it is how you apply the force.",you,how,
"how is being at a singles bar different from going to the circus? at the circus, the clowns do not talk.",how,do not,
"every 60 seconds in africa, a minute passes.",every,,
"here's to alcohol, the cause of and solution to all life's problems.",all,,
"the farther away the future is, the better it looks.",farther,,
"never, under any circumstances, take a sleeping pill and a laxative on the same night.",never,same,
"how is it one careless match can start a forest fire, but it takes a whole box to start a campfire?",how,whole,
it has / it is two in the morning. do you know where your blankets are?,you,,
"facebook is telling me to ""reconnect"" with my brother...hmmm, i see him everyday",me,i,
how do you get holy water? boil the hell out of it.,how,you,
worrying works! 90% of the things i worry about never happen.,i,never,
"our family motto is ""who took my phone charger?""",our,who,my
"there has / there is never enough time to do it right, but there has / there is always enough time to do it over.",never,always,
"if good things come in small packages, then more good things can come in large packages.",small,more,large
"her cooking is so bad, it would make medicine sick!",,,
why is valentine's day the best day for a celebration? because you can really party hearty!,why,you,
"despite the cost of living, have you noticed how it remains so popular?",you,,
"have hope for the future, but maybe build a bomb shelter anyway.",anyway,,
i have pre-planned my funeral to include a 32 minute montage of the times i have accidentally waved hello to someone waving to someone behind me.,i,waved,behind
i return to work tomorrow with a child-like belief that 2017 is the year people will think at least twice before hitting reply all.,i,,
you seem like the kind of person who always tried to open the wrong side of the milk carton in grade school.,you,who,open
"he died doing what he loved, checking his mentions while driving.",what,driving,
it has / it is amazing that the amount of news that happens in the world everyday always just exactly fits the newspaper.,everyday,,
"son, when i was your age there was no social media. you had to go to a bar and buy endless drinks to be ignored by multiple women.",i,your,no
how many light bulbs does it take to change people?,how many,,
someone who has stopped growing at both ends and now grows in the middle.,who,both,
it matters not whether you win or lose: what matters is whether i win or lose.,you,i,
"what has a head, a tail, and no body? a coin!",what,no,
"if you can not convince them, confuse them.",you,can not,
stress is when you wake up screaming and you realize you have not fallen asleep yet.,you,have not,
"it has / it is not that i am afraid to die, i just do not want to be there when it happens.",not,i,do not
this is not an office. it has / it is hell with fluorescent lighting.,is not,,
"if i get interviewed by a police sketch artists, my only goal will be to see how far i get before he realizes i am making him draw a pirate.",only,i,
alcoholism is the only disease that tries to convince you that you do not have it.,only,you,do not
you are not drunk if you can lie on the floor without holding on.,you,not,without
i am now on three dating sites because you can never get enough rejection.,i,you,never
not all men are annoying. some are dead.,not,all,
"i am rich; what am i supposed to do, hide it?",i,,
"if someone is spitting behind you, it means you are in front.",behind,you,front
"in principle, i can stop drinking, the thing is i do not have such a principle.",i,do not,
i do not need a reason to enjoy a little wine. i just need a glass.,i,do not,
"it is said that, a way to a man's heart goes through a stomach. aha… you might think that men go to their lovers to eat some soup",you,,
"if you have worked and did not get anything, it means someone else got it.",you,did not,anything
"if another woman steals your man, there has / there is no better revenge than to let her keep him. real men can not be stolen.",another,your,can not
"no matter how bad you are playing, it is always possible to play worse.",you,worse,
i run faster horny than you do scared.,i,you,
miss anders... i did not recognise you with your clothes on.,i,did not,you
my girlfriend told me nothing shocks her anymore so i switched her digital scale from lbs to kg.,my,nothing,
if homework goes too easy you are doing it wrong.,you,,
monday is an awful way to spend 1/7th of your life.,your,,
"women are cursed, and men are the proof.",,,
"marrying a divorced man is ecologically responsible. in a world where there are more women than men, it pays to recycle.",where,,
what has / what is the difference between a jeweler and a jailer? one sells watches and one watches cells.,what,between,
nice perfume. must you marinate in it?,you,,
do not hate me because i am beautiful. hate me because your boyfriend thinks so.,do not,me,your
there are all types of love in this world but never the same love twice.,all,never,same
"keep your eyes wide open before marriage, half shut afterwards.",your,open,
"with sufficient thrust, pigs fly just fine.",fly,,
"i say no to alcohol, it just does not listen.",i,no,does not
i recently read that love is entirely a matter of chemistry. that must be why my wife treats me like toxic waste.,i,why,
"glad i am not a general, because auto-correct just changed ""lunch order"" to ""launch order.""",i,not,
what is the multitasking? screwing up several things at once.,what,,
women will drive miles out of their way to avoid the possibility of getting lost using a shortcut.,,,
"if mummies are from egypt, then where are daddies from?",where,,
a consensus means that everyone agrees to say collectively what no one believes individually.,everyone,no,
he can not decide whether to have his visor half open or half closed.,can not,,
you spend the first 2 years of their life teaching children to walk and talk. then you spend the next 16 years telling them to sit down and shut-up.,you,next,sit down
i took a course in speed waiting. now i can wait an hour in only ten minutes.,i,only,
"i wondered why the frisbee was getting bigger, and then it hit me.",i,why,hit
"brains are wonderful, i wish everyone had one.",i,everyone,
i pretend to work as long as they pretend to pay me.,i,me,
"the human brain is a wonderful thing. it starts working the moment you are born, and never stops until you stand up to speak in public.",you,never,
a woman has the last word in any argument. anything a man says after that is the beginning of a new argument.,any,anything,
"i am selling a parachute just as new, used only one time, did not open once.",i,only,did not
you are never too old to learn something stupid.,you,never,
"you can not buy love, but you pay heavily for it.",can not,you,
"i just let my mind wander, and it did not come back.",i,did not,
"who was the first to see a cow and think ""i wonder what will happen if i squeeze these dangly things and drink whatever comes out?""",who,i,
what has / what is the difference between an aussie and a yoghurt? a yoghurt's got culture!,what,between,
real men do not cry...tears for real men are only unnecessary liquids in the body.,do not,only,
"everybody lies, but it does not matter since nobody listens.",everybody,does not,nobody
"if people could read my mind, i had / i would get punched in the face a lot.",my,i,
a friend is someone who will help you move. a good friend is someone who will help you move a dead body.,who,you,
"there are two kinds of friends : those who are around when you need them, and those who are around when they need you.",who,you,
every organisation is perfectly designed to get the results they are getting.,every,,
keep honking. i am reloading.,i,,
there has / there is a pigeon walking up the driveway. i do not care what he wants. i am not answering the door.,do not,i,not
you was sent back to earth from hell becasuse the devil choked on your soul.,you,back,
kids asked if they could do something and i said yes so my wife lowered my security clearance. now i am not authorized to make those decisions,i,lowered,not
that one liner 'i am not drinking too much tonight' never goes as planned...,i,never,
"when you try to prove to someone that something does not work, it will.",you,does not,
the best way to remember your wife's birthday is to forget it once.,remember,your,
einstein used science to get laid; that guy is a genius... i have been using money.,i,,
marriage is like a coffin and each kid is another nail.,another,,
what is the best evidence that microsoft has a monopoly? santa claus had to switch from chimneys to windows.,what,,
"can i buy you a drink, or do you just want the money?",i,you,
"for those who never forget a face, you are an exception.",who,never,you
"before the wedding i have loved all the women on earth, after the wedding one woman less.",i,all,
"when people do not make sense, listen to music. it always does.",do not,always,
it has / it is uncomfortable when your kids look like your neighbor.,your,,
"are you christmas, because i want to merry you.",you,i,
do you love me because i am beautiful or i am beautiful because you love me?,you,i,me
"everyone has the right to be stupid, but you are abusing the privilege!",everyone,you,
"maths and girls are the most complicated things, but maths at least has some logic.",most,,
"i was so sad and crying when i lost my playstation 3 but unfortunately, there was nobody to console me!",i,nobody,me
"one day i shall solve my problems with maturity. today, however, it will be alcohol.",i,my,
"if it am not / are not broke, i have not borrowed it yet.",am not / are not,i,have not
"i like long walks, especially when they are taken by people who annoy me.",i,who,
someone cause happiness wherever they go. others whenever they go.,wherever,,
why do all blacks run fast? beacuse the slow ones are in jail.,why,,
"if your wife wants to learn to drive, do not stand in her way.",your,do not,
smoking is a slow death! but we are not in a hurry...,we,not,
"i shall / i will never forget my grandpa's final words, ""stop shaking the ladder you idiot.""",i,never,shaking
i fell in love at first sight. i should have looked twice.,i,,
the hardest part of getting a girls phone number is working up the courage to go through her trash and get it.,,,
"sit down, give your mind a rest - it obviously needs it.",sit down,your,
that awesome moment when you open the fridge and the first thing you see is the thing you wanted to eat.,you,,
"dear men, if you stopped seeing your wife as a woman, it does not mean that all men are blind.",you,does not,
do not put a question mark where god put a period.,do not,,
what travels around the world but stays in one corner? a stamp.,,,
"when you get to your wit's end, you shall / you will find god lives there.",you,,
"when we were together, you always said you had / you would die for me. now that we have broke up, i think it has / it is time you kept your promise!",we,always,you
"when you want to marry a beautiful, a smart and a rich woman marry three times.",you,,
what is the difference between a battery and a woman? a battery has a positive side.,between,,
"error, no keyboard. press f1 to continue.",press,,
why do the scottish wear kilts? because a sheep can hear a zipper from a mile away.,why,,
a liberal is just a conservative that has not been mugged yet.,has not,,
i do not worry about terrorism. i was married for two years.,i,do not,
why is lettuce the most loving vegetable? because it has / it is all heart.,why,most,all
"he said: so then, what has / what is your sign? she answered: dollar.",your,,
"if you can not buy a person, you can always sell him.",you,can not,always
how do we not know what women want yet? there are tons of conflicting lists all over the internet.,how,not,
how do you get a sweet little 80-year-old lady to say the f word? get another sweet little 80-year-old lady to yell *bingo*!,how,another,
"if your dog is barking at the back door and your wife is yelling at the front door, who do you let in first? the dog, of course. he shall / he will shut up once you let him in.",your,back,front
"""because it would be hilarious,"" is probably not a good reason to elect someone to be president.",not,,
only an ass can be divided in half.,only,,
how do hens always know what size your egg cup is? they do not but all eggs always fit.,how,your,do not
i park in the farthest spot possible at the gym for the added benefit of eating my croissan'wich without being judged by people walking by.,i,farthest,my
nobody works harder than a drunk person trying to carefully whisper a secret.,nobody,,
"kids, you tried your best and you failed miserably. the lesson is, never try.",you,never,
i thought you had / you would be flattered that my dog found your leg so attractive.,you,my,your
let us unzip our genes and see if we can share codes together.,our,together,
why did the students eat their homework? because the teacher said that it was a piece of cake.,why,a piece of,
my birth certificate was a letter of apology that my dad got from the condom company...,my,,
"please, keep talking. i always yawn when i am interested.",i,,
"i like kids, but i do not think i could eat a whole one.",i,do not,whole
mothers with teenagers know why animals eat their young.,why,,
i was thinking about how people seem to read the bible a whole lot more as they get older. then it dawned on me ... they were cramming for their finals.,i,how,whole
there are 2 times when a man does not understand a woman - before marriage and after marriage.,does not,before,after
"if the answer to all questions is yes, so why not?",all,,
"we have heard that ignorance of maths is growing geometrically, whatever that means.",whatever,,
what has / what is six inches long that women love? folding money.,what,,
"what did the chocolate syrup say to the ice cream? ""i am sweet on you!""",what,i,you
baby you are so cute you made my page 404.,you,my,
"if it has / it is true that we are here to help others, then what exactly are the others here for?",we,what,
everyone can find one person or three cats waiting for him.,everyone,,
this must be the 8th castle because i just found my princess.,i,my,
may you never leave your marriage alive.,you,never,
"people who wait 4 hours to reply to my text with ""lol"" should be shot.",who,my,
"my mother-in-law fell down a wishing well, i was amazed, i never knew they worked.",my,i,never
i am an antisocial-psychic. i can see ahead of time that i will not want to talk to you.,i,will not,you
i have learned that the people you care most about in life are taken from you too soon and all the less important ones just never go away.,you,never,
have not seen any ufos lately. wondering if the galaxy is downsizing their space programs too.,have not,,
"i start every conversation with my employees by saying, ""i should not be telling you this"" just so i know they will listen carefully.",i,every,should not
i am an adult. i do not cry over spilt milk unless it has coffee in it.,i,do not,
the right to be heard does not automatically include the right to be taken seriously.,not,,
"to err is human, to blame it on somebody else shows your management potential.",your,,
the truth is out there; it just has not been indexed well.,has not,,
why does night fall but never break and day break but never fall?,why,never,
if you find yourself in a hole. stop digging.,you,,
"if you have a shitty job, you probably should not lick your fingers at lunch time.",you,should not,
"my wife says she is no longer buying junk food for the family because, ""everyone just eats it.""",my,no,everyone
"even if you were twice as smart, you had / you would still be stupid!",you,,
"insanity is defined as doing the same thing over and over again, expecting different results.",same,,
never argue with a woman when she has / she is tired...or when she has / she is rested.,never,,
"married men live longer than single men, but they are a lot more willing to die.",longer,,
"why are men like blenders? you need one, but you are not quite sure why.",why,you,not
why did the student study in an airplane? he wanted a higher education!,why,higher,
love is one long sweet dream... and marriage is the alarm clock.,long,,
can someone just invent a mirror that takes pictures already!,,,
"if something goes wrong at the office, blame the guy who can not speak english...",can not,,
"the best way to lie is to tell the truth, carefully edited truth.",,,
"""tired"" is not even a temporary state for me anymore it has / it is more like a part of my personality at this point.",is not,me,my
what has / what is a man's idea of a balanced diet? beer in each hand!,what,,
"if at first you do not succeed, destroy all evidence that you tried.",you,do not,
"if wal-mart is lowering prices every day, why is not anything in the store is free yet?",every,why,anything
sometimes i feel like a man trapped in a woman's marriage.,i,,
how can you tell that you are getting old? you go to an antique auction and three people bid on you!,how,you,
"hey baby, i am a power source, and you are the kind of resistor i had / i would like to deliver my load to.",i,you,
"men live better than women. first of all, they get married later and secondly, they die earlier.",,,
"whenever i fill out an application, in the part that says ""if an emergency, notify:"" i just put ""doctor"".",whenever,i,
"i am trying to get on your good side, but i have not found it yet.",i,your,have not
"back in my day, we did not watch tv while we ate dinner. we actually talked to each other. it was awful.",my,did not,
the only time a woman wishes that she were a year older is when she is expecting a baby.,only,,
"give a man a fish, and you shall / you will feed him for a day; give him a religion, and he shall / he will starve to death while praying for a fish.",you,,
do you know if pigs have periods?' are you kidding me? what idiot would keep a pig until she has / she is 14?',you,me,
a genius lives in every one of us. each day more and more heavily...,every,,
i downloaded the pinterest app and now my phone is stuck in a mason jar.,i,my,
"nowadays, most of the children dream about an iphone, when i was a child i wanted a dog.",most,i,
"some people are so poor, all they have is money.",all,,
you mean my five year plan? i do not even have a five minute plan.,you,do not,
please do not eat me! i have a wife and kids... ... ...eat them!,do not,i,
a clear conscience is usually the sign of a bad memory.,,,
all my party planning skills revolve around exit strategies.,all,my,
"diplomacy is saying ""nice doggy"" until you find a big rock.",you,,
there are two kinds of people who do not say much: those who are quiet and those who talk a lot.,who,do not,
"you may have a heart of gold, but so does a hard-boiled egg.",you,,
what kind of flowers do you never give on valentine's day? cauliflowers!,what,you,never
why do men like love at first sight? because he knows it has / it is all over as soon as she opens her mouth.,why,all,
if there has / there is a hardship greater than putting cheese on a cracker and having it break before it gets into your mouth i have not heard of it.,putting,before,not
"build a man a fire, and he shall / he will be warm for a day. set a man on fire, and he shall / he will be warm for the rest of his life.",,,
i cropped my kids out of my online dating profile photos. they can find their own dates.,,,
a conscience is what hurts when all your other parts feel so good.,all,your,
do they have reserved parking for non-handicapped people at the special olympics?,,,
"life's like a bird, it has / it is pretty cute until it shits on your head.",your,,
talk is cheap because supply exceeds demand.,,,
"they keep saying the right person will come along, i think mine got hit by a truck.",i,,
time is at once the most valuable and most perishable of all our possessions.,most,all,
to steal ideas from one person is plagiarism. to steal from many is research.,,,
"why does someone believe you when you say there are four billion stars, but check when you say the paint is wet?",why,you,
good girls are bad girls that never get caught.,never,,
warning: the consumption of alcohol may cause you to think you can sing.,you,,
my dad finally left me a voicemail where he did not introduce himself. i think we are getting closer.,my,did not,closer
"the best part about working in an office is that if you ever forget that you got a haircut, someone will definitely point it out to you.",you,point,
i like older men because they have gotten used to life's disappointments. which means they are ready for me.,i,me,
what do men and women have in common? they both distrust men.,what,both,
our wifi was down yesterday and i spent 45 minutes trying to fix it. our dishwasher has been broken for 3 weeks and i have not even touched it.,our,i,have not
"do not get me wrong, i am grateful to have a job. i just wish it was not this job.",do not,i,was not
never tell a woman that her place is in the kitchen. that has / that is where the knives are kept.,never,,
ninety two percent of cross-eyed teachers have difficulty controlling their pupils.,,,
i disapprove of every conspiracy of which i am not a part.,i,every,not
"you stare at frozen juice cans because they say, ""concentrate"".",you,,
the same people who laugh at gypsy fortune tellers but take economists seriously.,same,who,
"it is better to be on seventh heaven, rather than on the seventh month.",,,
"i may not be the best-looking guy in here, but i am the only one talking to you.",i,not,you
your baby looks the same as it did yesterday.,your,same,
why does someone who runs marathons make a good student? because education pays off in the long run!,why,who,long
"""hi, i am writing a phone book, can i have your number?""",i,your,
"what is the thinnest book in the world? ""what men know about women""",what,,
i worked myself up from nothing to a state of extreme poverty.,i,nothing,
"what did the stamp say to the envelope on valentine's day? ""i am stuck on you!""",what,i,you
all men are idiots...and i married their king.,all,i,
i took an iq test and the results were negative.,i,,
you are one well-defined function!,you,,
time may be a great healer but it has / it is also a lousy beautician.,,,
"cake is the answer, no matter the question.",no,,
why does the bride always wear white? because it is good for the dishwasher to match the stove and refrigerator.,why,,
"i had / i would love to go out with you, but my favorite commercial is on tv.",i,you,my
"she is not my reward, i am her punishment.",not,i,
"did adam and eve ever have a date? no, but they had an apple.",no,,
a woman is like a suitcase: both hard to carry and a pity to throw away.,both,throw away,
you can do more with a kind word and a gun than with just a kind word.,you,,
"god grades on the cross, not the curve.",not,,
you are not old until a teenager describes you as middle-aged.,you,not,
"there are drunk bikers. there are old bikers. there are no old, drunk bikers.",no,,
"why are there 5 syllables in the word ""monosyllabic""?",why,,
and in her smile i see something more beautiful than the stars.,i,,
some people only gets called by their nicknames. usually it sounds weird to even say their real name.,only,,
transitional age is when during a hot day you do not know what you want ice cream or beer.,you,do not,
"hi there, i am a human being! how about you?",i,you,
why do women always ask questions that have no right answers?,always,no,
you never lose by loving. you always lose by holding back.,never,you,
when i was young i did stupid things because i did not know any better. now i know better and do stupid things because i miss being young.,i,did not,any
what has four legs but can not walk? a chair.,what,can not,
the miss universe pageant is fixed. all the winners are from earth.,all,,
"i used to be in a band, we were called 'lost dog'. you probably saw our posters.",i,you,
"everything is edible, some things are only edible once.",everything,only,
"would you send your son to a school run by someone who insisted on being called ""headmaster?""",you,who,
"money can not buy happiness, but it can help you look for it quicker, in a convertible.",can not,you,
a man says: i do not scare easily. his pregnant wife answers: all four of our daughters will be teenagers at the same time. the man says: never stops screaming*,do not,all,never
"i heard the next steve jobs movie will be on imax. it has / it is the same movie, just on a bigger screen.",i,same,
my best toys run on batteries,my,,
it has / it is not what man can create it has / it is what man can become.,not,what,
that moment when you laugh so much about your friends joke you end up farting accidently.,you,,
i need more than 140 characters to tell you how beautiful you are.,i,you,
what did the boy bird say to the girl bird on valentine's day? let me call you tweet heart!,what,me,you
i really lack the words to compliment myself today.,i,myself,
you are so beautiful that last night you made me forget my pickup line.,you,me,
what goes up and never comes down? your age!,what,never,your
being an ugly girl is like being a man...… you have to work,you,,
